serial_no,sensor_id,imu1_pitch,imu1_roll,battery,reading_time
588,LRS,8.11,-2.8,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
589,LRS,8.36,-2.88,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
590,LRS,8.62,-2.97,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
591,LRS,8.86,-3.06,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
592,LRS,9.13,-3.15,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
593,LRS,9.37,-3.25,34,Sat Jul 25 2020 11:50:01 GMT+0530 (India Standard Time)
594,LRS,9.6,-3.32,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
595,LRS,9.83,-3.4,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
596,LRS,10.06,-3.48,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
597,LRS,10.27,-3.55,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
598,LRS,10.48,-3.62,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
599,LRS,10.7,-3.69,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
600,LRS,10.89,-3.75,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
601,LRS,11.09,-3.83,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
602,LRS,11.28,-3.89,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
603,LRS,11.49,-3.96,34,Sat Jul 25 2020 11:50:02 GMT+0530 (India Standard Time)
604,LRS,11.68,-4.03,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
605,LRS,11.86,-4.08,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
606,LRS,12.04,-4.14,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
607,LRS,12.23,-4.21,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
608,LRS,12.4,-4.27,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
609,LRS,12.58,-4.34,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
610,LRS,12.76,-4.39,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
611,LRS,12.92,-4.44,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
612,LRS,13.08,-4.48,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
613,LRS,13.25,-4.53,34,Sat Jul 25 2020 11:50:03 GMT+0530 (India Standard Time)
614,LRS,13.4,-4.58,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
615,LRS,13.55,-4.62,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
616,LRS,13.69,-4.66,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
617,LRS,13.83,-4.72,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
618,LRS,13.97,-4.77,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
619,LRS,14.11,-4.81,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
620,LRS,14.24,-4.85,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
621,LRS,14.4,-4.89,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
622,LRS,14.54,-4.95,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
623,LRS,14.64,-4.99,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
624,LRS,14.76,-5.02,34,Sat Jul 25 2020 11:50:04 GMT+0530 (India Standard Time)
625,LRS,14.88,-5.07,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
626,LRS,15,-5.11,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
627,LRS,15.12,-5.15,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
628,LRS,15.23,-5.18,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
629,LRS,15.35,-5.22,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
630,LRS,15.46,-5.26,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
631,LRS,15.57,-5.29,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
632,LRS,15.69,-5.32,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
633,LRS,15.81,-5.36,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
634,LRS,15.92,-5.39,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
635,LRS,16,-5.39,34,Sat Jul 25 2020 11:50:05 GMT+0530 (India Standard Time)
636,LRS,16.08,-5.41,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
637,LRS,16.18,-5.44,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
638,LRS,16.28,-5.49,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
639,LRS,16.37,-5.51,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
640,LRS,16.46,-5.53,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
641,LRS,16.54,-5.56,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
642,LRS,16.62,-5.6,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
643,LRS,16.71,-5.62,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
644,LRS,16.79,-5.65,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
645,LRS,16.88,-5.68,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
646,LRS,16.96,-5.71,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
647,LRS,17.03,-5.73,34,Sat Jul 25 2020 11:50:06 GMT+0530 (India Standard Time)
648,LRS,17.11,-5.75,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
649,LRS,17.2,-5.78,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
650,LRS,17.27,-5.8,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
651,LRS,17.36,-5.83,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
652,LRS,17.44,-5.87,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
653,LRS,17.51,-5.88,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
654,LRS,17.56,-5.9,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
655,LRS,17.64,-5.92,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
656,LRS,17.69,-5.94,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
657,LRS,17.76,-5.97,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
658,LRS,17.83,-5.99,34,Sat Jul 25 2020 11:50:07 GMT+0530 (India Standard Time)
659,LRS,17.89,-6.01,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
660,LRS,17.94,-6.02,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
661,LRS,18.01,-6.04,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
662,LRS,18.06,-6.06,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
663,LRS,18.1,-6.08,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
664,LRS,18.17,-6.11,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
665,LRS,18.2,-6.12,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
666,LRS,18.26,-6.14,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
667,LRS,18.3,-6.15,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
668,LRS,18.36,-6.16,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
669,LRS,18.39,-6.18,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
670,LRS,18.45,-6.19,34,Sat Jul 25 2020 11:50:08 GMT+0530 (India Standard Time)
671,LRS,18.49,-6.21,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
672,LRS,18.53,-6.23,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
673,LRS,18.57,-6.23,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
674,LRS,18.61,-6.25,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
675,LRS,18.66,-6.26,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
676,LRS,18.68,-6.27,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
677,LRS,18.74,-6.29,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
678,LRS,18.8,-6.31,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
679,LRS,18.85,-6.32,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
680,LRS,18.9,-6.34,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
681,LRS,18.93,-6.35,34,Sat Jul 25 2020 11:50:09 GMT+0530 (India Standard Time)
682,LRS,18.96,-6.38,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
683,LRS,19,-6.39,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
684,LRS,19.02,-6.4,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
685,LRS,19.05,-6.41,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
686,LRS,19.07,-6.42,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
687,LRS,19.09,-6.43,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
688,LRS,19.13,-6.44,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
689,LRS,19.16,-6.46,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
690,LRS,19.19,-6.47,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
691,LRS,19.22,-6.48,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
692,LRS,19.24,-6.48,34,Sat Jul 25 2020 11:50:10 GMT+0530 (India Standard Time)
693,LRS,19.27,-6.49,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
694,LRS,19.29,-6.5,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
695,LRS,19.32,-6.51,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
696,LRS,19.34,-6.52,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
697,LRS,19.38,-6.53,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
698,LRS,19.4,-6.53,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
699,LRS,19.43,-6.56,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
700,LRS,19.45,-6.57,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
701,LRS,19.48,-6.57,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
702,LRS,19.51,-6.58,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
703,LRS,19.53,-6.59,34,Sat Jul 25 2020 11:50:11 GMT+0530 (India Standard Time)
704,LRS,19.56,-6.6,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
705,LRS,19.6,-6.61,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
706,LRS,19.62,-6.6,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
707,LRS,19.65,-6.61,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
708,LRS,19.69,-6.63,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
709,LRS,19.71,-6.62,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
710,LRS,19.73,-6.62,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
711,LRS,19.75,-6.63,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
712,LRS,19.77,-6.64,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
713,LRS,19.81,-6.67,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
714,LRS,19.82,-6.67,34,Sat Jul 25 2020 11:50:12 GMT+0530 (India Standard Time)
715,LRS,19.85,-6.68,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
716,LRS,19.85,-6.69,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
717,LRS,19.86,-6.7,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
718,LRS,19.87,-6.69,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
719,LRS,19.89,-6.7,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
720,LRS,19.89,-6.69,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
721,LRS,19.93,-6.71,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
722,LRS,19.96,-6.72,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
723,LRS,19.97,-6.73,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
724,LRS,19.98,-6.73,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
725,LRS,19.99,-6.73,34,Sat Jul 25 2020 11:50:13 GMT+0530 (India Standard Time)
726,LRS,20,-6.75,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
727,LRS,20.01,-6.76,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
728,LRS,20.03,-6.76,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
729,LRS,20.05,-6.76,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
730,LRS,20.06,-6.76,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
731,LRS,20.08,-6.75,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
732,LRS,20.1,-6.75,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
733,LRS,20.12,-6.75,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
734,LRS,20.13,-6.74,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
735,LRS,20.25,-6.75,34,Sat Jul 25 2020 11:50:14 GMT+0530 (India Standard Time)
736,LRS,20.25,-6.74,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
737,LRS,20.32,-6.75,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
738,LRS,20.29,-6.76,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
739,LRS,20.31,-6.79,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
740,LRS,20.4,-6.89,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
741,LRS,20.47,-6.92,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
742,LRS,20.57,-6.99,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
743,LRS,20.68,-7.02,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
744,LRS,20.79,-7.13,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
745,LRS,20.76,-6.99,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
746,LRS,20.81,-7.1,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
747,LRS,20.9,-7.13,34,Sat Jul 25 2020 11:50:15 GMT+0530 (India Standard Time)
748,LRS,21.02,-7.2,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
749,LRS,21.11,-7.21,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
750,LRS,21.17,-7.22,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
751,LRS,21.22,-7.2,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
752,LRS,21.34,-7.19,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
753,LRS,21.39,-7.23,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
754,LRS,21.52,-7.22,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
755,LRS,21.64,-7.28,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
756,LRS,21.73,-7.28,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
757,LRS,21.72,-7.41,34,Sat Jul 25 2020 11:50:16 GMT+0530 (India Standard Time)
758,LRS,0.47,-0.05,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
759,LRS,0.92,-0.09,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
760,LRS,1.36,-0.13,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
761,LRS,1.8,-0.18,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
762,LRS,2.22,-0.21,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
763,LRS,2.63,-0.24,34,Sat Jul 25 2020 12:16:27 GMT+0530 (India Standard Time)
764,LRS,3.04,-0.28,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
765,LRS,3.45,-0.32,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
766,LRS,3.86,-0.35,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
767,LRS,4.24,-0.39,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
768,LRS,4.63,-0.44,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
769,LRS,5.02,-0.48,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
770,LRS,5.4,-0.51,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
771,LRS,5.77,-0.55,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
772,LRS,6.14,-0.59,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
773,LRS,6.49,-0.63,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
774,LRS,6.83,-0.66,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
775,LRS,7.17,-0.69,34,Sat Jul 25 2020 12:16:28 GMT+0530 (India Standard Time)
776,LRS,7.5,-0.72,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
777,LRS,7.83,-0.76,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
778,LRS,8.17,-0.8,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
779,LRS,8.48,-0.83,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
780,LRS,8.79,-0.86,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
781,LRS,9.08,-0.9,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
782,LRS,9.37,-0.93,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
783,LRS,9.65,-0.95,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
784,LRS,9.92,-0.98,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
785,LRS,10.18,-1,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
786,LRS,10.45,-1.03,34,Sat Jul 25 2020 12:16:29 GMT+0530 (India Standard Time)
787,LRS,10.7,-1.05,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
788,LRS,10.97,-1.08,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
789,LRS,11.22,-1.11,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
790,LRS,11.48,-1.13,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
791,LRS,11.71,-1.14,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
792,LRS,11.94,-1.16,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
793,LRS,12.17,-1.18,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
794,LRS,12.4,-1.2,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
795,LRS,12.62,-1.22,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
796,LRS,12.84,-1.23,34,Sat Jul 25 2020 12:16:30 GMT+0530 (India Standard Time)
797,LRS,13.08,-1.26,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
798,LRS,13.34,-1.32,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
799,LRS,13.57,-1.35,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
800,LRS,13.91,-1.46,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
801,LRS,14.09,-1.46,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
802,LRS,14.26,-1.47,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
803,LRS,14.46,-1.49,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
804,LRS,14.64,-1.51,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
805,LRS,14.82,-1.53,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
806,LRS,15,-1.55,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
807,LRS,15.17,-1.56,34,Sat Jul 25 2020 12:16:31 GMT+0530 (India Standard Time)
808,LRS,15.32,-1.56,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
809,LRS,15.49,-1.58,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
810,LRS,15.65,-1.59,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
811,LRS,15.81,-1.6,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
812,LRS,15.96,-1.62,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
813,LRS,16.1,-1.63,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
814,LRS,16.25,-1.63,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
815,LRS,16.4,-1.64,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
816,LRS,16.53,-1.66,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
817,LRS,16.67,-1.66,34,Sat Jul 25 2020 12:16:32 GMT+0530 (India Standard Time)
818,LRS,16.81,-1.67,34,Sat Jul 25 2020 12:16:33 GMT+0530 (India Standard Time)
819,LRS,16.94,-1.68,34,Sat Jul 25 2020 12:16:33 GMT+0530 (India Standard Time)
820,LRS,17.07,-1.68,34,Sat Jul 25 2020 12:16:35 GMT+0530 (India Standard Time)
821,LRS,17.21,-1.69,34,Sat Jul 25 2020 12:16:35 GMT+0530 (India Standard Time)
822,LRS,17.32,-1.7,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
823,LRS,17.44,-1.72,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
824,LRS,17.55,-1.71,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
825,LRS,17.68,-1.72,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
826,LRS,17.8,-1.73,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
827,LRS,17.91,-1.74,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
828,LRS,18.03,-1.74,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
829,LRS,18.15,-1.76,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
830,LRS,18.25,-1.76,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
831,LRS,18.35,-1.77,34,Sat Jul 25 2020 12:16:36 GMT+0530 (India Standard Time)
832,LRS,18.45,-1.78,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
833,LRS,18.54,-1.78,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
834,LRS,18.63,-1.8,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
835,LRS,18.73,-1.8,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
836,LRS,18.82,-1.81,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
837,LRS,18.91,-1.82,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
838,LRS,19.01,-1.83,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
839,LRS,19.09,-1.83,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
840,LRS,19.17,-1.85,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
841,LRS,19.25,-1.85,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
842,LRS,19.33,-1.85,34,Sat Jul 25 2020 12:16:37 GMT+0530 (India Standard Time)
843,LRS,19.41,-1.87,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
844,LRS,19.49,-1.87,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
845,LRS,19.57,-1.88,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
846,LRS,19.65,-1.88,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
847,LRS,19.73,-1.9,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
848,LRS,19.8,-1.9,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
849,LRS,19.87,-1.92,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
850,LRS,19.94,-1.92,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
851,LRS,20,-1.93,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
852,LRS,20.07,-1.94,34,Sat Jul 25 2020 12:16:38 GMT+0530 (India Standard Time)
853,LRS,20.13,-1.94,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
854,LRS,20.2,-1.95,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
855,LRS,20.26,-1.94,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
856,LRS,20.31,-1.94,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
857,LRS,20.36,-1.93,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
858,LRS,20.42,-1.93,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
859,LRS,20.48,-1.92,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
860,LRS,20.53,-1.92,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
861,LRS,20.58,-1.92,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
